Date;Profile;Message;Number of Likes;Number of comments;Number of Reactions, Comments & Shares;Impressions;Interactions per impression;Profile-ID;Post-ID;Link;
7/1/23 11:28 AM;Jair Messias Bolsonaro; O Governo Jair Bolsonaro bate recorde de leilões de bens apreendidos em operações policiais em 2022.- Foram vendidos mais de 3 mil itens e arrecadados cerca de R$ 105 milhões.- Com a aplicação da Lei 13.886 (MP da aceleração da utilização de bens de traficantes para o bem da sociedade) o trâmite ganhou velocidade recorde no país.- Até 2018, eram realizados, em média, 6 leilões. Já em 2019, esse número subiu para 11 com arrecadação de R$ 4 milhões e em 2020 foram 122 leilões realizados com arrecadação de R$ 39,9 milhões.- USANDO OS RECURSOS DO CRIME PARA COMBATER O PRÓPRIO CRIME ORGANIZADO!- A cada dia, o Executivo Federal aumentava sua eficiência, trazendo resultados concretos para a população brasileira, salvando famílias, vidas, modernizando equipamentos no combate ao crime, bem como valorizando o trabalho e o profissional de segurança pública.;36897.0;4061.0;46635.0;;;211857482296579;211857482296579_899792391498183;https://www.facebook.com/522422702568489/posts/899792391498183;
6/30/23 5:18 PM;Jair Messias Bolsonaro;Brasil Acima de Tudo!- Deus Acima de Todos!;55207.0;15059.0;98354.0;;;211857482296579;211857482296579_899378304872925;https://www.facebook.com/522422702568489/posts/899378304872925;
6/30/23 9:07 AM;Jair Messias Bolsonaro;O último adeus a Alysson Paolinelli, o Pai da Agricultura.;16342.0;2080.0;20543.0;;;211857482296579;211857482296579_899183674892388;https://www.facebook.com/522422702568489/posts/899183674892388;
6/30/23 6:53 AM;Jair Messias Bolsonaro; Foro de SP e o comunismo! Sempre dissemos e fomos rotulados! - Hoje, por palavras deles mesmos expõem quem são e seus objetivos!- Não há mais como tapar o sol com a peneira!;12747.0;1794.0;16886.0;;;211857482296579;211857482296579_899135898230499;https://www.facebook.com/522422702568489/posts/899135898230499;
6/29/23 9:05 AM;Jair Messias Bolsonaro; Coletiva (29/06/2023);66101.0;9780.0;90670.0;;;211857482296579;211857482296579_898694111608011;https://www.facebook.com/522422702568489/posts/898694111608011;
6/28/23 6:45 PM;Jair Messias Bolsonaro; Em 2017 Fernando Mitre perguntou ao deputado Jair Bolsonaro qual seria seu mais importante projeto na Câmara.- Em novembro/2018 o TSE determinou que a PF instaurasse inquérito para apurar possíveis irregularidades por ocasião das eleições.- Esse inquérito ainda não foi concluído, mas Bolsonaro responde por ele, pela sua divulgação na reunião com embaixadores.- “Abuso de poder político” seria o crime cometido pelo qual o ex presidente pode se tornar inelegível.;41804.0;5502.0;57706.0;;;211857482296579;211857482296579_898308694979886;https://www.facebook.com/522422702568489/posts/898308694979886;
6/28/23 11:37 AM;Jair Messias Bolsonaro;Carlos Lupi, presidente do PDT: “Sem a impressão do voto, não há possibilidade de recontagem. Sem a recontagem, *a fraude impera”.*Esse mesmo Lupi, atualmente ministro da Previdência de Lula, foi quem ajuizou ação no TSE pedindo a inelegibilidade de Bolsonaro por defender o voto impresso.;28625.0;4115.0;44225.0;;;211857482296579;211857482296579_898113054999450;https://www.facebook.com/522422702568489/posts/898113054999450;
6/28/23 9:47 AM;Jair Messias Bolsonaro;. A Transformação Digital do Governo Jair Bolsonaro já é uma realidade reconhecida nacional e internacionalmente. Ações de digitalização e desburocratização dos serviços públicos garantem:. R$ 3 bilhões em economia para o Brasil e os brasileiros,. 1.500 serviços digitalizados em 34 meses na plataforma gov.br,. 115 milhões de usuários cadastrados.COM A ESTRATÉGIA ADOTADA PELO GOVERNO DO BRASIL, O PAÍS JÁ É UM DOS LÍDERES GOVTECHI. Estudo do Banco Mundial reconheceu liderança brasileira,. Brasil já é o 7° em serviços públicos digitalizados entre 198 economias analisadas,. Primeiro nas Américas e entre os países com mais de 100 Milhões de habitantes,. Programa Startup Gov.br foi um dos responsáveis pela transformação digital dos serviços públicos.. São 26 startups que possibilitam realizar prova de vida, solicitar documentos, transferir carro, moto ou caminhão de forma digital.. As ações garantiram que a inovadora plataforma gov.br  fosse reconhecida também em premiação nacional:. Vencedora do Prêmio iBest no júri popular,. Quase 100% de digitalização dos 4,7 mil serviços públicos até o final de 2022,. Hoje 115 milhões de usuários têm acesso a serviços simples é menos burocráticos, n° de pessoas cadastradas era 1,8 milhão em janeiro de 2019, 100 mil novos usuários ingressam na plataforma por dia.;24244.0;2980.0;30990.0;;;211857482296579;211857482296579_898056281671794;https://www.facebook.com/522422702568489/posts/898056281671794;
6/27/23 9:31 AM;Jair Messias Bolsonaro; ESTRATÉGIA NACIONAL DE FORTALECIMENTO DE VÍNCULOS FAMILIARES DURANTE NOSSA GESTÃO: - Lançada para desenvolver programas e políticas voltados às famílias que ajudam a reduzir a pobreza e a desenvolver o capital humano, contando com 40 ações e envolvendo 5 ministérios, entre elas:• Estudos sobre instrumentos de acompanhamento,. Pesquisas sobre o contexto brasileiro,. Disponibilização de metodologias de fortalecimento de vínculos familiares para escolas,. Inclusão de temas voltados à família em programas e planos de ações do Governo,. Criação de Sistema Nacional de Prevenção às Drogas,. Realização de campanha sobre a convivência familiar,. Fornecimento de capacitações, cursos e kits voltados à educação e aos vínculos familiares visando fortalecer os vínculos dentro de casa,- O Governo Jair Bolsonaro também se posicionou em fóruns internacionais em defesa da família, base da sociedade.- Com os valores corretos guiando as ações governamentais, os jovens brasileiros poderiam ter um futuro mais digno.;14290.0;1996.0;19992.0;;;211857482296579;211857482296579_897446798399409;https://www.facebook.com/522422702568489/posts/897446798399409;
6/26/23 8:52 AM;Jair Messias Bolsonaro;. SECRETARIA DE ALFABETIZAÇÃO FOI CRIADA EM 2019 PELO GOVERNO JAIR BOLSONARO, COM O PROPÓSITO DE CORRIGIR OS PROBLEMAS DE ALFABETIZAÇÃO.• Brasil enfrentou décadas de pedagogias ruins e ideologizadas em sua educação, causando altos níveis de insuficiência na leitura e na escrita dos alunos brasileiros.-Por isso, a secretaria tem a missão de desenvolver métodos e técnicas para melhorar a alfabetização nacional e envolver a participação das famílias no processo.Confira alguns programas e ações:Foi instituída a Política Nacional de Alfabetização, abrangendo famílias, professores, escolas, redes de ensino e poder público.Para maior envolvimento das famílias, foram desenvolvidos o Programa Conta pra Mim e o jogo GraphoGame.. Programa Conta pra Mim:alfabetizacao.mec.gov.br/contapramim. Grapho Game:alfabetizacao.mec.gov.br/grapho-game;21076.0;3165.0;27743.0;;;211857482296579;211857482296579_896919981785424;https://www.facebook.com/522422702568489/posts/896919981785424;
6/25/23 11:53 AM;Jair Messias Bolsonaro;Jair Bolsonaro e a reforma tributária:-Na atual proposta da Reforma Tributária o governo prevê um Imposto Seletivo sobre bens e serviços prejudiciais à SAÚDE e ao MEIO AMBIENTE.-Isso mesmo, os "doutores" petistas resolveram, para o bem da nossa saúde e do planeta, nos cobrar mais impostos.-Carnes (picanha), combustíveis fósseis refrigerantes, bebidas alcoólicas, entre outros, seriam sobretaxados.-Lembro que o nosso governo zerou os impostos dos combustíveis, reduziu o IPI de 4 mil produtos, zerou ou diminuiu, via CAMEX, os dos importados de pneus de caminhões, peças de tratores, remédios, games, etc., e mesmo assim, mês a mês, via-se aumentar a arrecadação.-Pelo exposto, o aumento da carga tributária, ora previsto, nos levará à uma queda de produtividade no campo, ao fechamento de fábricas, menos comércio, mais desemprego e inflação.-Aos deputados/senadores do centro direita, que são maioria, sem alterações profundas na PEC, certamente, pelo voto, arquivarão essa péssima proposta.;11181.0;1338.0;14450.0;;;211857482296579;211857482296579_896473475163408;https://www.facebook.com/522422702568489/posts/896473475163408;
6/25/23 8:59 AM;Jair Messias Bolsonaro; O “Programa Força Tarefa das Águas” vai muito além da finalização das obras do Rio São Francisco que se arrastava por mais de uma década.- Nos últimos 4 anos, o Governo Jair Bolsonaro levou água a mais de 850 mil moradores de regiões rurais isoladas.- Órgãos do Executivo Federal que trabalham em diversas frentes uniram forças com a missão de levar água tratada a 1,5 MILHÃO de brasileiros até o fim de 2022.- Essas pessoas agora não dependem mais de carros-pipa e têm acesso à água todos os dias!;7407.0;1326.0;10632.0;;;211857482296579;211857482296579_896397985170957;https://www.facebook.com/522422702568489/posts/896397985170957;
6/24/23 9:10 AM;Jair Messias Bolsonaro;. Terrenos ociosos da União destinados à construção de moradias para pessoas de baixa renda / Governo Jair Bolsonaro. Pelas regras do programa, foram iniciadas parcerias com a iniciativa privada para construção e manutenção das unidades residenciais nos terrenos da União.. Participantes do programa são famílias com renda bruta mensal de até cinco salários mínimos e com pedido de inclusão das Prefeituras.. Quem for habilitado terá direito à propriedade do imóvel após o pagamento das prestações previstas em contrato.. Titulação também nas cidades, não apenas no campo!;16923.0;1845.0;21074.0;;;211857482296579;211857482296579_895901091887313;https://www.facebook.com/522422702568489/posts/895901091887313;
6/23/23 7:48 AM;Jair Messias Bolsonaro;APREENSÃO DE DROGAS, PREJUÍZOS BILIONÁRIOS AO CRIME ORGANIZADO:. Apreensões recorde geram R$ 3,9 bilhões de prejuízo ao narcotráfico,. 120 leilões de bens do tráfico em 2020, com mais de R$ 40 milhões arrecadados,. 230 leilões em 2021, com R$ 325 milhões arrecadados,. R$ 5,4 bilhões investidos em Segurança entre 2019 e 2021,. R$ 1,4 milhão em itens médicos apreendidos doados para o estado de Goiás,. 14 toneladas de roupas apreendidas destinadas para a Campanha do Agasalho de 25 municípios do Rio Grande do Sul,. R$ 5 milhões em mercadorias à diversas instituições beneficentes do Nordeste,. Residência de 122m quadrados apreendida em Belo Horizonte foi doada para a Associação Fazenda Renascer,. 7 carros de luxo apreendidos foram integrados à frota da PRF,. SEGURANÇA PÚBLICA: Isso é muito mais em postagens anteriores!SIGA-NOS E COMPARTILHE!;10098.0;1570.0;13074.0;;;211857482296579;211857482296579_895362878607801;https://www.facebook.com/522422702568489/posts/895362878607801;
6/22/23 3:54 PM;Jair Messias Bolsonaro; Transposul/exposição.- Porto Alegre/RS.- 22/junho/2023.- Jair Bolsonaro/visita.;24366.0;3923.0;38562.0;;;211857482296579;211857482296579_895063151971107;https://www.facebook.com/522422702568489/posts/895063151971107;
6/22/23 2:06 PM;Jair Messias Bolsonaro; Obrigado a todos!;32815.0;5299.0;50679.0;;;211857482296579;211857482296579_895025538641535;https://www.facebook.com/522422702568489/posts/895025538641535;
6/22/23 8:27 AM;Jair Messias Bolsonaro; Decolando agora para Porto Alegre.- Pouso às 11h20AM no Salgado Filho.- Bom dia a todos.;107069.0;14171.0;143534.0;;;211857482296579;211857482296579_894885215322234;https://www.facebook.com/522422702568489/posts/894885215322234;
6/21/23 6:49 PM;Jair Messias Bolsonaro;Reciclagem avançou em todas as regiões do país durante nosso Governo.-Abarcando de celulares a geladeiras, a ação do programa Lixão Zero já está transformando a realidade dos resíduos eletrônicos no Brasil.-Com centrais de coleta já implantadas no Norte e no Nordeste, o sistema fechou o ano de 2022 com 10 capitais contempladas em todas as regiões do País.-A meta para  2025 era a inclusão de 400 municípios no sistema, contribuindo para a reinserção dos resíduos na economia circular, o encerramento de lixões, que durante nossa gestão foram fechados mais de 700 em todo país , e a geração de empregos verdes no setor de coleta e reciclagem.;17576.0;1655.0;21780.0;;;211857482296579;211857482296579_894620662015356;https://www.facebook.com/522422702568489/posts/894620662015356;
6/21/23 12:44 PM;Jair Messias Bolsonaro; Governo Jair Bolsonaro instituiu a Rede Colaborativa para o Aumento da Produtividade e da Competitividade do Setor Automotivo Brasileiro, denominada Made in Brasil Integrado (MiBI).- A iniciativa tem por objetivo elevar a competitividade das cadeias produtivas do setor, permitindo uma melhor participação destas nos mercados locais e global.- Entre as atividades estão o mapeamento de demandas e oportunidades nas principais commodities da indústria automotiva, a remoção de barreiras para o desenvolvimento e a produção nacional de componentes, sistemas e peças e a proposição de estratégias para evitar o desabastecimento do mercado brasileiro.- Emprego, desenvolvimento e logística.;13339.0;1142.0;16231.0;;;211857482296579;211857482296579_894500995360656;https://www.facebook.com/522422702568489/posts/894500995360656;
6/20/23 1:10 PM;Jair Messias Bolsonaro; A política externa cabe ao Chefe do Executivo Federal.- Um se reúne com embaixadores, outro com ditadores.;14853.0;1745.0;19355.0;;;211857482296579;211857482296579_894032628740826;https://www.facebook.com/522422702568489/posts/894032628740826;
6/19/23 7:07 PM;Jair Messias Bolsonaro; Telegram do dia atualizado. Junte-se a nós: https://t.me/jairbolsonarobrasil;16759.0;1812.0;20673.0;;;211857482296579;211857482296579_893651935445562;https://www.facebook.com/522422702568489/posts/893651935445562;
6/19/23 4:47 PM;Jair Messias Bolsonaro; Externo meu profundo pesar pelo falecimento de Karoline Alves que perdeu sua vida no Colégio Profa. Helena Kolody, em Cambé/PR, assim como pedimos a Deus pela vida de Luan Augusto.- Que o nosso Pai conceda aos familiares e amigos forças para superar este momento tão difícil para todos nós.;96484.0;4908.0;128183.0;;;211857482296579;211857482296579_893613512116071;https://www.facebook.com/522422702568489/posts/893613512116071;
6/19/23 11:37 AM;Jair Messias Bolsonaro; PUBLICADA DURANTE NOSSA GESTÃO CONVENÇÃO ENTRE SUÍÇA E BRASIL:- Promulgamos a Convenção entre a Confederação Suíça e a República Federativa do Brasil para eliminar a dupla tributação em relação aos tributos sobre a renda e prevenir a evasão e a elisão fiscais entre os países.- A iniciativa tem por objetivo evitar a dupla tributação de renda em diversos setores da economia, garantindo maior segurança jurídica às relações econômicas e financeiras entre os dois países, além de fortalecer as relações comerciais bilaterais.;23034.0;1907.0;28145.0;;;211857482296579;211857482296579_893497762127646;https://www.facebook.com/522422702568489/posts/893497762127646;
6/18/23 4:03 PM;Jair Messias Bolsonaro; 🇧🇷;20172.0;3675.0;29001.0;;;211857482296579;211857482296579_893111158832973;https://www.facebook.com/522422702568489/posts/893111158832973;
6/18/23 11:06 AM;Jair Messias Bolsonaro;Em relação a uma conversa no dia de ontem, na cidade de Jundiaí (SP), sobre a existência de óxido de grafeno na vacina de tecnologia mRNA, houve um equivoco da minha parte.Como é de conhecimento público sou entusiasta do potencial de emprego do óxido de grafeno, por isso inadvertidamente relacionei a substância com a vacina, fato desmentido em agosto de 2021.Mais uma vez lamento o falado e peço desculpas.;8461.0;2880.0;12231.0;;;211857482296579;211857482296579_892984522178970;https://www.facebook.com/522422702568489/posts/892984522178970;
6/18/23 8:50 AM;Jair Messias Bolsonaro; ❤️🇧🇷👍;14878.0;2264.0;21213.0;;;211857482296579;211857482296579_892930815517674;https://www.facebook.com/522422702568489/posts/892930815517674;
6/17/23 11:53 AM;Jair Messias Bolsonaro;PEQUENO HISTÓRICO DE REDUÇÕES DE IMPOSTOS E TARIFAS REALIZADOS PELO GOVERNO JAIR BOLSONARO:-Em 2019, ano não eleitoral, o Governo Federal reduziu impostos sobre remédios contra câncer e HIV/aids, jogos eletrônicos e baixamos as taxas de 532 itens de produção,-Em 2020, ano não eleitoral, reduzimos impostos da folha de pagamento para estimular a contratação de jovens, promovemos nova redução sobre jogos eletrônicos, além de diminuirmos e zerarmos impostos de medicamentos e centenas de produtos médicos, incluindo os de combate à Covid-19.-Também em 2020 zeramos impostos para distribuidoras de energia elétrica, sobre equipamentos de energia solar, sobre cilindros de oxigênio e medicamentos para atrofia muscular espinhal (AME), Impostos federais sobre o arroz, a soja e o milho foram zerados.-As reduções de impostos realizadas em 2022 foram apenas a continuidade de uma política permanente.-No dia 11 de maio de 2022, nova rodada de redução de impostos reflete no preço dos alimentos aos Brasileiros.Carne bovina: de 10,8% para 0,Carne de frango: de 9% para 0,Farinha de trigo: de 10,8% para 0,Bolachas e biscoitos: de 16,2% para O,Produtos de padaria e pastelaria: de 16,2%para 0.-Em março também foram zerados os impostos de importação sobre o café, margarina, macarrão, óleo de soja, açúcar e do álcool que vai na mistura da gasolina.Os impostos federais sobre o diesel e o gás de cozinha também foram zerados, além de muitos outros desde 2019.COMPARTILHE E RESTABELEÇA A VERDADE!;13164.0;1851.0;17724.0;;;211857482296579;211857482296579_892507588893330;https://www.facebook.com/522422702568489/posts/892507588893330;
6/16/23 8:00 PM;Jair Messias Bolsonaro; Siga-nos em nosso perfil no YouTube: https://youtube.com/@jbolsonaro;42716.0;5142.0;52791.0;;;211857482296579;211857482296579_892183735592382;https://www.facebook.com/522422702568489/posts/892183735592382;
6/16/23 12:23 PM;Jair Messias Bolsonaro; GOVERNO JAIR BOLSONARO: BRASIL ESTREOU NA BETT BRASIL 2022, O MAIOR ENCONTRO DE EDUCAÇÃO, TECNOLOGIA E INOVAÇÃO DA AMÉRICA LATINA!- Oportunidade de demonstração de uma das prioridades do Governo Federal além da alfabetização (ensino técnico para retorno nacional de investimento na educação de alunos e sociedade).- Empresas internacionais foram observadoras para contratações e compartilhamento de conhecimento da tecnicidade exposta em campo.;20190.0;1944.0;25020.0;;;211857482296579;211857482296579_892012388942850;https://www.facebook.com/522422702568489/posts/892012388942850;
6/15/23 8:45 AM;Jair Messias Bolsonaro;-;43344.0;5246.0;58258.0;;;211857482296579;211857482296579_891273812350041;https://www.facebook.com/522422702568489/posts/891273812350041;
6/14/23 8:03 PM;Jair Messias Bolsonaro; Siga nosso perfil no LinkedIn: https://www.linkedin.com/in/jairmessiasbolsonaro;18879.0;2267.0;25140.0;;;211857482296579;211857482296579_890965529047536;https://www.facebook.com/522422702568489/posts/890965529047536;
6/14/23 8:21 AM;Jair Messias Bolsonaro;Por iniciativa de nossa gestão, o Governo Federal distribuiu, pela 1° vez, livros didáticos à crianças da pré-escola!-Nos Programas Conta pra Mim e CriançaFeliz, famílias beneficiadas pelo Auxílio Brasil receberam kits com livros infantis, a fim de incentivar a prática da leitura em voz alta feita pelos adultos aos pequenos.-E o mais importante, sem ideologização de qualquer assunto!-Programa Nacional do Livro e do Material Didático (PNLD), com 85 anos de história, nunca havia distribuído material didático para esse público.-Foram atendidas mais de 65 mil escolas públicas em 5045 municípios brasileiros.-No total, mais de 2,8 milhões de livros foram destinados às crianças da educação infantil.;14620.0;1527.0;18814.0;;;211857482296579;211857482296579_890695449074544;https://www.facebook.com/522422702568489/posts/890695449074544;
6/13/23 8:58 AM;Jair Messias Bolsonaro;Deixamos o Governo com um superávit de R$ 54,1 bilhões nas contas públicas em 2022, após quase uma década consecutiva de déficit. Esse resultado superou em 58% a projeção estimada que previa um superávit de R$ 34,1 bilhões.-Enxugamento das gastos públicos e retorno com obras e investimentos ao povo brasileiro.;24961.0;3646.0;33460.0;;;211857482296579;211857482296579_890172685793487;https://www.facebook.com/522422702568489/posts/890172685793487;
6/12/23 6:51 PM;Jair Messias Bolsonaro;-;7027.0;1003.0;9281.0;;;211857482296579;211857482296579_889830729161016;https://www.facebook.com/522422702568489/posts/889830729161016;
